Geneid,featureCounts on data 282: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 288: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 296: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 300: Counts_HISAT2 on data 38 and data 37: aligned reads (BAM),featureCounts on data 304: Counts_HISAT2 on data 42 and data 41: aligned reads (BAM),featureCounts on data 310: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 312: Counts_HISAT2 on data 50 and data 49: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 60 and data 59: aligned reads (BAM)
38,1412,2413,3103,4394,4175,2203,1689,2152
3800,14865,26803,37627,36507,59711,16318,12943,18142
3801,482,544,922,685,1304,400,370,445
3802,0,0,0,0,0,0,0,0
3804,0,0,0,0,0,0,0,0
3805,0,0,0,0,0,0,0,0
3809,0,0,0,0,0,0,0,0
381,607,608,820,1138,1053,494,397,666
3811,0,0,0,0,0,0,0,0
3812,0,0,0,0,0,0,0,0
3814,2,2,0,2,2,0,0,5
3815,1422,3696,3235,6222,3228,2975,2825,4828
3816,0,0,0,0,0,0,0,0
3817,0,0,0,2,0,0,2,2
3818,217,253,424,315,709,411,329,275
382,813,1429,1512,2472,2580,1191,876,1206
3820,35,43,38,42,46,25,23,34
3821,15,22,12,54,40,42,15,15
3822,79,114,72,138,125,64,65,31
3823,149,140,108,224,253,129,100,73
3824,34,35,26,51,62,21,22,43
3827,2,14,19,37,32,11,6,2
383,21,37,15,70,32,19,19,18
3831,12251,19330,27256,27360,29421,16566,11377,18602
3832,132,152,261,446,317,182,127,149
3833,0,1,1,0,0,1,0,0
3834,4,14,3,59,30,9,18,12
3835,337,345,384,472,624,327,296,291
3836,3491,4597,4980,8075,6850,3978,2978,4306
3837,5826,8815,9902,14514,13909,7646,5851,7867
3838,816,1454,1660,2500,1727,1195,1022,1871
3839,2661,4436,4495,7313,6266,3542,2868,4064
384,596,991,1344,1432,1261,639,611,804
3840,3439,6034,6692,9013,8956,4858,3949,5129
3841,1437,2151,2508,5479,4062,2286,1606,2087
3842,5782,9529,8960,20092,13521,8309,7470,8531
3843,5360,11121,11810,17044,16261,7685,6172,9251
3845,2781,5564,5560,9243,7504,3589,3056,4902
3846,8,5,6,6,16,3,4,4
3848,0,0,0,0,4,0,4,0
3849,2,2,2,0,0,0,0,0
3850,3,6,3,0,6,1,1,3
3851,0,0,0,0,0,0,0,0
3852,8,11,54,14,24,21,6,7
3853,0,0,2,0,1,0,0,0
3854,0,2,0,0,0,0,0,0
3855,4,0,7,2,6,0,0,0
3856,0,3,0,2,2,9,6,2
3857,0,0,0,0,0,0,0,0
3858,70,91,112,151,187,98,82,84
3859,0,0,0,0,0,0,0,0
3860,0,0,0,0,0,0,0,0
3861,0,0,0,0,0,0,0,1
386593,0,0,0,0,0,0,0,0
386597,233,286,615,629,628,307,208,323
3866,5,0,0,0,1,0,0,0
386607,0,0,0,0,0,0,0,0
386617,279,490,418,660,712,373,315,375
386618,597,893,1159,1420,1481,716,607,735
386627,88,81,66,169,163,115,74,73
386653,0,0,1,0,3,2,0,1
386672,0,0,0,0,0,0,0,0
386674,0,0,0,0,0,0,0,0
386675,0,0,0,0,0,0,0,0
386676,0,0,0,0,0,0,0,0
386677,0,0,0,0,0,0,0,0
386678,0,2,0,0,0,0,0,0
386679,0,0,0,0,0,0,0,0
386680,0,0,0,0,0,0,0,0
386681,0,0,0,0,0,0,0,0
386682,0,0,0,0,0,0,0,0
386683,0,0,0,0,0,0,0,0
386684,0,0,0,0,0,0,0,0
386685,0,0,0,0,0,0,0,0
386724,115,73,125,123,242,79,64,60
386746,0,0,0,0,0,0,0,0
386757,0,3,0,2,3,0,0,0
386758,94,124,188,258,262,131,136,129
3868,0,0,2,0,0,1,0,0
387,4766,6929,8017,11788,12649,6199,4599,5368
387032,296,409,423,844,778,419,316,420
387036,46,90,81,88,275,111,14,54
387065,44,29,25,124,58,60,38,33
387066,388,585,535,867,782,524,297,386
387082,81,100,87,168,147,108,72,78
387103,106,164,133,211,202,155,102,167
387104,3072,3920,6388,6137,6841,3301,2477,3974
387111,43,31,29,16,64,25,18,19
387119,3199,4143,4374,8221,7024,3805,3052,3211
387129,18,47,38,54,27,8,12,50
3872,104,82,183,84,245,41,22,22
387254,383,330,341,397,888,456,352,384
387263,804,1444,1724,2863,2309,1198,1069,1357
387264,0,0,0,0,0,0,0,0
387266,0,0,0,0,0,0,0,0
387273,0,2,1,2,0,2,1,1
387316,0,2,7,2,0,4,0,3
387319,0,2,0,2,0,0,0,0
387332,7,3,12,1,2,2,1,2
387338,487,714,698,1177,1146,572,440,681
387357,0,0,0,0,0,0,0,2
387486,1654,1580,1347,4063,3211,1931,1059,1275
387496,89,130,91,130,77,89,79,112
3875,14,16,20,13,5,19,2,10
387509,91,126,433,180,473,70,58,129
387521,320,229,420,629,460,207,193,279
387522,0,0,0,0,0,0,0,0
387590,71,48,101,187,119,79,45,48
387597,2944,2594,4785,4373,5336,1911,1856,2513
387601,303,107,346,225,1013,79,150,112
387628,3,2,12,9,4,9,8,4
387638,156,91,80,179,203,128,106,148
387640,221,337,321,457,496,219,176,198
387642,0,0,0,0,0,0,0,0
387644,303,200,456,194,332,148,131,258
387646,270,428,405,424,612,253,238,181
387680,1758,1764,2111,2804,2976,1838,1147,1474
387694,5,5,35,4,30,22,9,7
387695,0,0,0,0,0,0,0,0
387700,37,42,75,53,46,116,19,24
387707,292,329,397,651,932,398,379,293
387712,495,552,424,1195,763,747,612,573
387715,14,10,10,6,17,7,4,17
387718,3,0,2,2,0,0,0,0
387723,39,59,39,81,96,48,40,52
387733,0,0,0,0,0,0,0,0
387742,0,0,0,0,0,0,0,0
387748,12,0,0,0,4,5,3,4
387751,503,640,1166,665,1270,426,368,639
387755,11,10,13,10,9,11,4,7
387758,403,515,516,1029,1291,578,740,425
387763,100,90,137,111,155,62,90,67
387775,194,110,327,172,977,62,101,91
387778,9,0,8,4,5,3,0,2
387787,59,97,97,149,142,87,79,73
387804,24,45,57,67,98,14,42,50
387810,2,0,1,2,2,6,2,8
387836,0,0,2,0,5,0,4,0
387837,7,8,9,20,22,7,14,8
387841,19,37,34,32,64,22,26,22
387849,31,51,85,57,97,60,22,67
387856,222,553,639,501,478,253,225,485
387882,72,205,250,491,412,216,176,136
387885,28,14,44,20,56,29,14,20
387890,57,58,71,51,308,27,42,68
387893,815,933,1298,1418,1691,581,545,685
387895,0,1,1,4,14,2,0,5
387911,59,23,51,34,44,13,26,57
387914,78,66,86,261,108,94,97,280
387921,1255,1839,1544,3953,2666,2036,1430,1524
387923,299,575,782,687,1003,321,268,426
387978,468,707,598,1115,850,553,542,792
387990,16,19,16,36,31,25,18,14
388,3592,4772,4596,10263,7367,3717,3058,3210
3880,8,26,5,20,8,15,15,17
388007,0,0,0,0,0,0,0,0
388011,29,38,46,54,44,44,20,13
388015,177,159,206,159,389,135,149,175
388021,4,4,9,1,20,4,0,5
3881,0,0,5,0,0,0,0,0
388115,198,238,334,247,413,260,133,150
388121,413,532,548,784,850,521,473,638
388125,6,0,4,0,4,0,0,0
388135,1504,1558,2406,2086,2437,1128,1053,1444
388152,6,0,4,1,0,3,3,3
388165,365,527,682,587,1384,404,307,336
388182,36,64,91,73,128,45,23,33
388199,3,0,1,10,17,5,1,2
3882,0,0,0,0,0,0,0,0
388228,442,423,737,540,732,315,229,397
388242,0,0,0,0,1,1,0,2
388255,0,0,0,1,0,0,0,0
388272,366,695,1041,1374,1458,507,501,513
388276,0,0,0,0,0,0,0,0
388282,2,0,4,0,0,0,0,0
388284,35,40,44,46,79,21,31,37
388289,6,13,14,13,33,14,4,1
3883,0,0,2,0,0,0,0,0
388323,110,99,165,188,248,92,110,105
388324,100,95,132,88,175,70,71,98
388325,44,49,34,77,89,44,41,46
388327,51,91,137,107,82,49,58,78
388333,6,0,1,0,0,0,2,0
388335,209,359,385,726,491,436,314,354
388336,935,924,1049,1420,1621,1086,1067,1986
388341,306,350,329,558,545,325,204,412
388364,0,0,0,1,0,0,2,0
388381,0,0,0,0,0,0,0,0
388387,5,1,5,6,11,4,3,0
388389,99,182,187,210,344,169,112,155
388394,23,86,75,64,99,47,27,63
3884,0,2,0,2,4,0,0,0
388403,1937,2379,3081,4847,4629,2446,1888,1915
388406,0,0,0,0,0,0,0,0
388407,2,2,0,0,0,0,0,2
388419,18,32,35,39,53,28,14,22
388428,9,2,4,5,8,2,10,10
388436,0,0,1,6,3,1,0,0
388456,16,6,6,4,3,4,1,3
388468,0,2,0,0,59,0,0,0
388499,0,2,3,0,0,0,0,0
3885,0,0,0,0,0,0,0,1
388503,4,0,4,0,5,0,0,1
388507,87,188,252,326,376,150,172,175
388512,6,32,22,84,71,32,29,10
388514,18,4,53,1,118,2,49,40
388523,118,146,226,440,624,248,167,73
388524,662,1042,1210,1615,2631,790,698,709
388531,53,50,72,63,96,48,19,27
388533,0,0,2,2,0,0,0,0
388536,469,600,677,1035,838,561,473,514
388550,3,0,0,0,5,2,2,0
388551,0,2,2,0,0,1,2,0
388552,128,66,127,142,201,84,67,112
388553,10,18,9,19,15,2,10,7
388555,43,19,23,58,33,63,32,56
388558,1141,1504,2177,2134,3124,1194,1073,1362
388559,72,107,178,287,221,135,90,115
388561,544,647,849,989,1292,624,479,508
388564,0,2,6,2,7,2,4,2
388566,1227,2255,1961,2963,2904,1745,1425,1589
388567,431,407,573,647,771,500,357,523
388569,157,186,281,283,407,187,141,208
388574,6,3,47,16,7,12,6,0
388581,0,4,2,2,2,4,4,3
388585,2,0,0,0,0,0,0,0
388588,2,4,0,3,10,1,8,5
388591,448,240,452,228,914,189,206,249
388595,0,0,0,0,0,0,0,0
3886,2,4,4,0,3,0,0,1
388610,380,513,752,596,754,283,274,453
388611,1,2,2,4,5,3,6,1
388630,12,8,7,9,15,12,4,5
388633,0,0,2,2,1,0,2,0
388646,15,25,29,69,43,11,50,30
388649,17,14,10,32,18,20,8,23
388650,1319,2098,2168,4479,3189,2005,1539,2157
388662,3628,2852,4298,3519,4308,2320,1756,3518
388667,0,1,0,0,1,0,0,0
388677,109,236,161,218,319,144,158,140
388685,238,314,283,288,503,235,193,188
388692,0,0,0,0,1,0,0,0
388695,222,372,479,638,650,284,242,306
388697,234,352,517,391,1048,338,183,255
388698,17,24,28,72,53,43,33,38
3887,14,5,7,2,21,10,9,2
388701,0,0,5,2,2,3,0,0
388714,63,46,35,56,38,27,25,13
388719,0,2,2,1,0,0,3,0
388722,11,24,28,25,43,24,9,11
388730,74,91,111,96,139,89,41,91
388743,3,19,16,21,30,6,20,28
388753,197,366,749,611,639,337,286,374
388759,18,22,36,50,35,25,30,24
388762,6,4,6,5,5,6,2,14
388780,4,21,23,2,31,2,9,11
388789,150,335,461,516,628,198,189,329
388795,13,7,8,3,22,13,4,5
388796,34,45,65,144,134,73,77,84
388799,4,11,12,30,10,9,5,3
3888,0,0,0,0,0,0,0,0
388813,7,8,8,11,12,5,2,6
388815,1317,1830,1931,3018,2946,1684,1377,1620
388818,0,0,0,0,0,0,0,0
388830,0,0,0,4,3,0,0,0
388849,32,16,36,6,55,19,17,17
388882,0,0,0,0,0,0,0,0
388886,47,56,83,74,109,59,30,23
3889,9,25,47,19,16,9,5,9
388906,27,23,26,14,52,13,8,13
388910,2,0,0,4,1,0,0,0
388931,9,4,8,6,18,9,3,11
388939,7,15,46,31,76,45,15,7
388942,0,0,0,0,0,0,0,2
388946,12,4,8,11,7,7,8,1
388948,21,0,23,7,16,11,12,5
388951,201,112,130,226,187,210,114,141
388960,4,4,7,3,7,2,0,6
388962,191,409,540,548,826,282,236,343
388963,37,31,47,59,48,31,28,36
388965,2,12,1,13,11,14,7,6
388969,542,557,595,1045,1019,641,508,467
389,568,685,1036,899,1820,785,687,598
3890,4,0,0,0,2,0,2,2
389015,10,6,8,13,5,2,2,6
389023,224,319,568,428,475,200,211,244
389033,2,7,1,7,3,7,8,4
389043,0,0,0,0,1,0,1,3
389058,10,8,18,13,27,13,6,6
389072,4126,5584,6698,6879,8149,3712,3335,5186
389073,694,1782,2806,3013,2220,1000,1160,1478
389075,29,40,54,18,40,35,0,15
389084,87,94,85,127,148,137,97,48
389090,0,0,0,0,6,1,0,1
3891,0,0,0,0,0,0,0,0
389114,600,896,826,1344,1462,964,766,716
389118,0,0,2,0,2,2,0,3
389119,15,42,53,101,111,37,24,19
389123,0,0,2,1,1,0,0,0
389124,0,0,0,0,0,0,0,0
389125,8,9,5,20,26,8,11,6
389136,323,769,471,1670,184,837,360,925
389151,0,0,2,2,0,0,0,0
389152,0,0,3,2,0,0,0,4
389158,0,6,6,22,8,8,4,9
389161,1,9,17,8,10,18,0,12
389170,68,108,64,73,125,80,51,52
389177,7,0,9,5,11,5,6,2
389197,2009,1920,3328,1575,4349,1337,1179,2086
3892,54,16,58,28,67,20,20,36
389203,238,561,725,903,889,442,367,322
389206,308,258,778,412,701,146,183,332
389207,0,0,0,0,0,1,0,0
389208,44,36,24,25,53,22,24,39
389247,53,37,35,58,54,28,37,48
389257,2,2,6,4,5,1,2,5
389289,18,17,19,54,59,48,36,18
389320,0,3,1,1,1,1,0,1
389332,31,2,75,4,124,4,6,5
389333,24,13,42,27,66,17,18,23
389336,0,0,0,4,0,4,4,4
389337,1322,1543,1585,2764,2345,1898,1000,1080
389362,231,252,365,434,472,227,258,276
389376,0,0,0,0,0,0,0,0
389383,3,0,0,0,0,7,1,11
389384,4,19,17,18,17,3,8,12
389396,0,0,0,1,0,0,0,0
389400,7,5,2,2,6,8,4,6
389421,75,131,181,194,124,94,79,150
389432,705,955,843,1350,830,593,765,949
389434,0,0,9,1,8,0,0,0
389458,0,0,0,0,0,0,0,1
389493,16,18,22,47,51,14,12,7
3895,13653,15562,18246,35095,30022,17661,12602,12151
389524,235,197,229,465,712,204,157,258
389538,146,140,123,176,197,111,128,121
389541,396,697,1262,1146,1335,570,519,533
389549,7,16,32,8,43,13,6,8
389558,20,12,7,12,8,15,9,11
389602,0,4,3,5,0,0,0,1
389610,4,6,19,3,2,3,0,2
389633,28,30,37,12,125,13,28,15
389634,29,17,30,15,56,10,13,13
389641,4,0,2,6,16,10,4,7
389643,12,0,10,10,28,4,2,2
389649,41,15,41,11,27,16,21,21
389658,2,0,8,4,5,0,5,3
389668,120,206,350,333,634,192,138,88
389676,4,2,8,1,2,9,0,1
389677,2434,3073,3226,4703,4868,2799,2089,2539
389690,0,0,1,0,0,0,0,0
389692,4,0,13,2,4,0,6,0
3897,2793,2461,3136,2752,4075,1936,1524,3052
389705,38,44,87,55,118,26,45,46
389715,16,4,22,4,29,9,7,18
389730,2,0,3,2,0,2,0,4
389741,136,169,122,171,285,158,120,163
389761,0,0,0,0,0,0,0,0
389762,0,0,0,0,0,0,0,0
389763,0,0,0,0,0,0,0,0
389765,734,759,978,1347,2188,879,588,583
389766,45,51,26,29,42,41,9,47
389791,6,16,19,10,32,10,8,18
389792,94,122,119,175,218,82,68,130
389799,7,1,5,7,14,4,7,2
3898,0,0,0,0,0,2,0,2
389812,2,7,39,3,15,5,3,1
389813,154,44,151,86,248,57,44,57
389816,1,2,0,0,8,0,2,0
389827,1,0,0,0,2,4,0,0
389831,0,0,0,0,0,0,0,0
389834,0,0,0,0,0,0,0,0
389840,29,26,38,26,41,35,28,28
389852,0,0,0,0,1,0,0,1
389856,483,772,764,1081,906,484,443,656
389857,0,0,4,2,8,2,1,0
389860,1,0,0,4,2,3,1,0
389874,0,0,0,0,0,0,0,0
389895,22,24,58,39,62,23,13,28
389898,4,5,4,13,19,2,4,3
3899,3426,4547,4755,4664,10587,2766,2480,4980
389903,0,0,0,0,3,2,0,2
389906,85,170,169,107,178,83,92,81
389932,18,16,16,25,27,9,5,17
389941,1432,2692,2655,3284,3074,1589,2167,2603
39,328,674,1401,1412,1385,760,621,637
390,359,1258,1144,2312,1385,738,679,848
390003,0,0,0,0,0,0,2,0
390010,4,2,0,4,10,3,0,4
390036,1,0,0,2,0,3,0,1
390037,6,7,2,11,9,5,3,1
390038,0,0,0,0,0,0,0,0
390054,2,7,2,4,3,0,4,0
390058,19,3,1,4,20,10,6,4
390059,20,8,8,2,17,19,9,0
390061,29,7,7,3,29,15,18,10
390063,9,6,4,5,6,10,9,6
390064,24,1,12,4,24,12,25,10
390066,26,13,7,0,25,13,22,22
390067,5,1,4,3,10,12,12,3
390072,20,6,2,25,53,20,28,18
390075,0,2,0,0,2,0,0,1
390077,6,0,0,0,8,10,3,0
390078,6,0,0,0,0,2,5,0
390079,1,0,0,0,0,8,2,0
390081,12,2,2,1,8,6,6,2
390083,2,0,0,2,8,0,0,2
390084,2,0,2,0,2,0,0,0
390093,0,0,0,0,0,0,0,0
390110,24,15,33,34,29,14,14,15
390113,0,0,0,0,0,0,0,0
390142,2,0,0,0,2,0,0,0
390144,0,0,0,0,0,0,0,0
390148,0,0,0,0,0,0,0,0
390151,0,0,0,0,0,0,0,0
390152,0,0,0,0,0,0,0,0
390154,0,0,0,0,0,0,0,0
390155,0,0,0,0,0,0,0,0
390157,0,0,0,0,0,0,0,0
390162,0,0,0,0,0,0,0,0
390167,0,0,0,0,0,0,0,0
390168,0,0,0,0,0,0,0,0
390174,0,0,0,0,0,0,0,0
390181,0,2,0,18,2,4,2,3
390190,2,0,2,0,0,0,0,0
390191,4,2,0,2,5,3,1,0
390195,0,0,0,0,0,0,0,4
390197,0,0,0,1,2,0,0,0
390199,0,0,0,0,0,0,0,0
3902,3,4,3,6,8,1,2,0
390201,1,0,0,0,0,0,0,0
390205,37,44,122,34,184,38,64,61
390212,0,0,3,2,0,0,2,0
390213,1,2,2,0,0,1,0,2
390226,3,1,2,2,1,0,0,0
390231,10,1,4,3,6,4,8,1
390243,3,0,8,4,0,0,3,8
390245,4,4,4,8,3,2,7,0
390259,0,0,0,0,0,0,0,0
390260,36,12,9,12,14,5,6,20
390261,3,0,16,3,3,1,0,1
390264,3,0,2,2,0,0,0,0
390265,6,0,0,0,0,0,0,0
390271,0,0,4,0,0,0,0,0
390275,0,0,2,0,3,0,2,0
3903,0,0,3,8,12,16,6,10
390321,0,0,0,0,0,0,0,0
390323,0,0,0,0,0,0,0,0
390326,0,0,0,0,0,0,0,0
390327,0,0,2,1,0,1,1,0
3904,0,0,0,0,0,0,0,0
390429,3,0,0,9,1,2,2,8
390431,0,0,0,0,0,0,0,0
390433,0,0,0,0,6,0,0,0
390436,0,0,0,0,0,0,0,0
390437,1,0,0,0,2,0,0,0
390439,1,0,0,0,0,2,0,0
390442,14,4,6,7,27,16,11,19
390443,0,0,0,0,0,0,0,0
390445,0,0,0,0,1,0,0,0
390502,0,0,0,0,0,0,0,0
390535,0,0,2,0,1,2,0,2
390538,0,0,0,0,0,0,0,0
390539,0,0,0,0,0,0,0,0
390561,0,0,0,1,0,0,0,1
390594,2,2,2,2,2,5,2,0
390595,209,107,150,149,333,155,112,145
390598,39,38,25,34,102,32,21,29
3906,0,0,0,0,0,0,0,0
390616,197,340,676,556,299,237,263,453
390637,60,74,105,110,113,80,36,58
390648,0,0,0,2,0,0,0,0
390649,0,0,0,0,0,0,0,0
390651,0,0,0,0,0,0,0,0
390660,3,0,3,2,9,0,2,6
390664,7,5,4,8,12,8,0,1
390667,0,4,5,0,4,0,0,0
390705,0,0,0,0,0,0,0,0
390732,0,0,0,0,0,0,0,0
390748,11,14,5,6,18,2,10,1
390756,7,12,15,6,18,15,0,9
390790,1,9,15,7,18,0,9,6
390792,0,0,0,0,0,0,0,0
3908,2015,2158,1638,2738,3447,2632,1599,1470
390858,6,5,6,10,8,10,7,12
390874,0,0,0,0,0,0,0,0
390877,5,0,2,10,7,8,5,3
390882,0,0,0,0,0,0,0,0
390883,0,0,0,0,0,0,0,0
390892,0,0,0,0,0,0,0,1
3909,679,715,956,829,1552,498,576,528
390916,178,219,283,403,435,172,170,203
390927,1288,1399,1836,2090,2263,1244,1044,1368
390928,54,32,51,139,112,62,47,53
390937,4,5,4,5,5,4,2,2
390940,44,70,65,72,134,49,43,32
390963,162,219,319,449,381,326,170,258
390980,1200,1379,1522,3328,2659,1298,1344,1530
390992,0,0,2,0,0,0,0,0
390999,0,0,1,0,0,4,0,4
391,68,64,64,203,121,104,67,66
3910,1799,1355,2251,2048,4154,1679,1797,1394
391002,0,0,0,0,0,0,0,0
391003,0,0,0,0,0,0,0,0
391004,0,0,0,0,0,0,0,0
391013,5,1,1,5,5,0,0,3
391037,9,8,6,21,9,19,4,1
391051,11,24,40,41,28,17,11,11
391059,23,13,30,77,135,79,44,18
3911,235,191,491,203,891,167,137,188
391104,10,4,3,12,13,4,0,0
391107,0,0,0,0,0,0,0,0
391109,0,0,0,0,2,0,0,0
391112,0,0,0,0,0,0,0,0
391114,0,0,0,0,0,0,0,0
391123,69,23,47,28,82,43,22,8
391189,0,0,0,0,5,5,0,4
391190,20,39,23,27,29,13,29,20
391191,30,34,14,48,19,28,20,16
391192,25,7,21,32,12,17,6,10
391194,14,7,5,11,2,10,7,12
391195,1,0,4,0,8,3,8,2
391196,0,4,1,4,3,8,2,4
3912,892,1022,2556,1250,3616,972,874,1394
391211,3,0,9,6,3,0,0,1
391253,1,0,0,1,0,4,0,0
391257,0,2,2,10,1,0,2,0
391267,43,11,56,147,470,29,3,5
3913,677,819,1146,1221,1853,911,711,637
391356,117,173,291,288,344,115,139,164
391365,0,0,0,0,1,0,0,0
3914,92,109,230,154,230,91,75,125
391475,2,2,1,0,3,1,0,3
3915,1480,1502,2306,2090,3192,1418,1257,1575
391518,7,6,29,29,23,18,6,14
3916,2037,2219,2469,4965,3972,2524,1933,2161
391622,0,0,1,0,2,0,0,0
391627,0,0,0,0,0,0,0,0
391712,30,46,30,73,59,55,24,14
391723,0,0,0,0,0,0,0,0
3918,49,38,76,93,26,24,27,38
392,893,817,848,1132,1556,902,714,650
3920,10703,11912,11136,40406,22879,14321,11920,12282
3921,1674,3024,3417,6692,8490,2459,1795,1733
392138,0,0,0,0,12,0,0,0
392188,11,6,6,8,7,7,8,3
392196,191,34,168,78,239,69,58,94
392197,84,12,72,55,134,65,23,50
392232,58,65,106,129,252,93,46,75
392255,46,46,41,35,96,9,32,8
392275,18,6,25,17,47,20,9,7
392307,30,19,38,55,46,13,26,28
392309,57,33,81,30,96,26,23,47
392360,2,2,0,0,0,0,0,0
392364,7,0,0,4,2,0,0,4
392376,10,1,0,6,7,0,7,0
392390,14,7,1,22,18,27,5,4
392391,10,17,6,5,21,23,16,15
392392,12,10,23,24,25,17,16,13
392399,0,2,1,0,5,0,0,1
392452,2,0,0,0,15,0,1,0
392459,0,0,0,0,0,0,0,0
392465,3,0,0,1,3,0,0,0
392490,7,6,19,21,21,6,5,11
3925,12494,18262,30454,31546,32724,14047,9700,13427
392509,58,28,48,58,38,28,28,26
392617,98,118,251,223,258,105,104,98
392636,25,10,6,86,35,23,53,43
3927,1993,2138,3429,2632,4463,1792,1375,2109
392843,2,4,17,14,17,10,3,6
392862,40,40,118,69,86,39,17,77
3929,0,0,5,3,0,0,0,0
393,43,152,164,221,265,105,89,108
3930,696,959,730,2217,1419,977,647,785
393046,0,0,2,0,13,0,0,0
3931,66,65,97,74,144,90,74,55
3932,2,2,2,0,0,7,0,2
3933,3,2,2,3,6,2,1,1
3934,0,0,0,5,0,2,0,0
3936,108,637,1347,1805,1311,856,533,458
3937,72,198,155,293,378,160,134,148
3938,11,22,25,16,19,16,19,41
3939,5510,13467,11310,17638,11018,9537,6692,11554
394,25231,40743,43818,74908,76655,32306,28923,26924
394263,0,0,0,0,0,0,0,0
3945,11155,21824,29378,33314,36922,18802,15192,16892
3948,2,0,49,4,2,0,15,26
3949,233,293,684,658,1132,654,506,555
395,467,407,850,512,894,318,438,383
3950,12,10,9,5,6,2,2,5
3952,21,4,2,2,5,3,9,5
3953,510,519,670,1015,1078,641,537,764
3954,1814,1876,3057,2463,3863,1492,1307,1927
3955,90,169,209,138,365,114,148,84
3956,348,591,1377,778,1534,513,320,464
3957,2,3,6,15,18,8,3,0
3958,209,315,563,706,955,282,302,229
3959,519,522,512,1186,876,513,456,504
396,1430,1119,1814,1224,2282,900,793,1129
3960,2,4,2,11,3,1,1,2
3963,0,0,0,0,0,0,0,0
3964,1311,2366,2406,3719,2963,1910,1629,2300
3965,39,95,89,197,203,134,82,74
397,186,638,462,1391,1155,663,403,369
3972,6,5,3,6,7,0,1,5
3973,11,21,26,12,36,8,4,16
3975,0,0,0,0,0,0,0,0
3976,0,0,0,0,4,4,0,0
3977,9504,16217,15893,33960,31724,15187,11871,11753
3978,341,354,602,520,930,449,278,325
398,400,687,1050,897,1544,495,369,534
3980,1069,1354,1717,2117,2389,1328,1118,1219
3981,1919,3463,3097,5782,3336,2894,2140,3753
3982,0,0,0,0,0,0,0,0
3983,8047,12558,12869,16275,24036,11046,8912,9435
3984,1780,1888,3302,2381,4057,1303,1039,1754
3985,719,683,883,1236,1620,752,672,699
3987,594,1079,834,2097,1854,1010,709,749
3988,1400,1996,1942,6975,3495,2475,1802,1936
399,7,16,19,16,9,21,10,4
3990,23,71,58,72,50,49,44,72
3991,166,117,139,420,344,148,145,117
3992,3744,4153,4518,8245,9523,5021,3985,3887
3993,69,38,82,146,109,67,35,40
399473,413,372,501,375,678,212,198,428
399474,5,14,22,8,19,9,6,16
3995,427,425,611,706,991,446,313,482
399512,45,46,51,65,97,49,41,32
3996,778,769,948,1393,1749,903,797,684
399664,117,97,212,393,368,76,87,141
399665,1538,1015,1682,1647,3045,1083,927,1129
399668,1161,1329,2081,1491,2629,839,918,1054
399669,0,0,0,0,0,1,0,0
399670,165,158,81,218,133,159,138,125
399671,275,272,346,367,486,221,212,281
399687,6691,6299,8230,8646,12955,6906,3875,5100
399693,0,1,2,2,0,0,2,1
399694,479,645,593,1735,1244,771,580,524
399697,67,266,375,419,360,158,111,210
399706,2,1,5,0,0,2,9,0
399708,9,10,0,10,14,1,8,17
399715,173,215,169,268,409,230,167,180
399717,0,0,0,0,0,0,0,0
399726,92,122,189,169,217,105,73,100
399744,43,40,33,74,83,30,17,33
399746,0,0,0,0,2,0,0,0
399761,658,533,954,1249,1343,659,460,561
3998,1808,2731,2593,6159,4642,2787,2312,2363
399806,0,0,0,0,0,0,2,0
399814,6,0,0,2,2,0,0,2
399815,79,74,77,141,152,51,90,82
399818,1122,1848,1996,3311,3293,1700,1057,1316
399821,132,128,164,277,224,112,113,120
399823,0,0,0,0,0,0,0,2
399827,13,2,47,4,162,5,0,15
399829,50,33,70,25,190,30,10,36
399833,57,22,30,31,80,27,14,26
399844,0,0,0,0,5,0,0,0
399876,56,68,67,75,107,73,35,55
399881,12,9,14,16,45,9,12,23
399886,9,12,12,10,49,7,14,17
399888,32,14,29,19,38,21,9,28
399909,777,635,762,657,1416,549,428,591
399923,3,0,0,0,1,0,5,1
399939,0,0,0,0,0,1,0,1
399947,2930,5707,5433,8270,4596,3022,3057,5868
399948,297,217,186,299,284,182,136,170
399949,14,22,8,21,13,33,4,6
399959,2519,2656,3147,5666,4856,2595,1888,2669
399967,85,81,111,78,67,93,56,83
399968,47,29,34,71,40,27,34,51
399972,24,17,28,19,48,16,15,13
399979,5328,5014,5657,9107,8535,5715,4251,4741
40,852,1012,785,1476,1198,831,672,979
400,2833,5730,5775,10945,7874,4670,4037,5273
4000,672,577,817,1148,1371,791,500,508
400027,366,524,511,1144,1121,668,440,379
400043,20,24,25,60,60,26,21,6
400046,426,676,616,783,501,449,569,778
400058,6,3,3,15,6,5,5,5
400073,1319,1859,2058,3281,3003,1715,1334,1400
400084,0,1,8,0,0,0,0,0
400087,8,6,7,19,13,22,11,10
4001,262,344,482,650,879,260,249,275
400110,133,29,71,38,45,42,40,66
