Geneid,featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM)
5238,2852,1863,2134
5239,734,303,230
5241,1306,120,142
5243,1187,1404,1344
5244,57,65,64
5245,1524,1120,1293
525,26,24,8
5250,5672,6265,6517
5251,763,191,158
5252,2,159,2
5253,3149,1568,1481
5255,1705,764,795
5256,1489,737,536
5257,5340,5179,5041
526,6729,13591,14953
5260,678,233,165
5261,683,595,494
5264,946,717,568
5265,45,7,10
5266,0,0,2
5267,0,0,0
5268,2,0,3
5269,3708,1372,1288
527,1118,1292,1332
5270,4380,3981,4652
5271,250,192,139
5272,1017,723,637
5273,0,1,0
5274,3880,12781,12081
5275,22,6,22
5276,1381,98,111
5277,808,374,445
5279,545,353,411
528,6987,13271,14431
5281,348,195,235
5283,297,256,323
5284,16,3,10
5286,14346,8948,9595
5287,3365,1276,1387
5288,77,59,122
5289,6932,6212,5901
529,6310,9579,10898
5290,4339,4480,4452
5291,3351,3933,3905
5292,351,285,310
5293,655,561,484
5294,613,289,261
5295,17548,27102,22921
5296,2125,2213,2226
5297,10866,18358,17161
5298,3150,2228,2439
53,597,558,576
5300,1861,3132,2959
5301,72,70,80
5303,795,605,674
5304,36,15,6
5305,21556,5337,5848
5306,6530,6091,6316
5307,8,0,0
5308,0,0,0
5309,1,1,2
5310,4262,5190,3108
5311,4492,2500,2115
5313,0,0,0
5314,9,25,56
5315,25298,25654,25945
5316,1283,779,950
5317,33,79,65
5318,378,427,372
5319,2,2,6
5320,0,0,0
5321,572,358,186
5322,55,132,75
5324,510,335,335
5325,366,396,341
5326,529,338,285
5327,625,359,366
5328,47,16,25
5329,117,65,32
533,736,994,923
5330,1469,481,628
5331,662,337,353
5332,1978,1483,1503
5333,1056,454,336
53335,1076,2099,2059
53336,40,0,0
53339,5698,5712,6390
5334,6746,3465,3360
53340,1881,223,304
53342,2206,1234,1169
53343,1167,962,1007
53344,2815,3712,4096
53345,23,12,11
53346,2464,2663,2890
53347,4,1,5
53349,1137,1083,1003
5335,4708,3469,2679
53353,19098,27183,31225
53354,667,1104,1070
53358,15041,25484,27382
5336,1062,368,424
5337,4348,1101,1164
53371,2100,1463,1158
53373,2460,1563,1059
5338,1264,345,338
5339,20464,10161,8337
534,0,0,0
5340,30,36,71
53405,517,327,564
53407,1336,1012,976
5341,507,203,183
5342,76,39,51
5343,113,108,117
5345,0,0,0
5346,674,166,195
5347,101,56,56
5348,463,319,321
5349,71,41,36
535,8030,12705,12465
5350,161,202,155
5351,1102,607,773
5352,3831,1470,1564
5354,194928,41479,52679
5355,245,35,34
5356,3727,2747,3229
5357,243,375,440
5358,4079,3363,3498
5359,866,377,400
5360,5743,791,787
5361,2962,3892,3587
53615,1129,1143,986
53616,9151,13970,12670
5362,4386,5469,4966
53630,298,194,133
53632,6,5,3
53635,1726,1028,949
53637,1216,192,240
5364,9790,3113,2533
5365,3566,725,549
5366,80,63,64
5367,8,7,4
5368,77,155,151
5369,9,18,11
537,1888,2461,2622
5370,0,0,3
5371,427,267,271
5372,981,748,641
5373,501,355,249
5375,32143,15594,19444
5376,4654,1350,1706
5378,2015,1481,1568
5379,562,560,504
538,1368,754,917
5380,24,26,36
5382,360,263,239
53820,4,4,1
53822,301,550,389
53826,5046,5026,6965
53827,565,150,109
53828,20,2,1
53829,991,580,578
5383,133,377,119
53831,50,15,16
53832,743,129,146
53833,31,30,19
53834,1103,546,357
53836,114,95,119
53838,457,364,263
53840,13,6,4
53841,8,2,0
53842,0,0,0
53844,9686,13818,23059
5387,486,526,362
539,2717,2754,2799
53904,1118,29,56
53905,617,250,154
53916,0,0,0
53917,425,532,534
53918,663,635,676
53919,2355,1785,2226
5393,1068,844,904
53938,692,439,468
5394,4956,3939,2849
53940,0,0,0
53942,826,1525,2040
53944,2006,1394,1556
53947,89,67,24
5395,1652,2196,2422
5396,1316,686,867
53981,4665,2506,2832
54,63,19,8
540,703,742,513
54014,19695,17086,20446
54020,977,733,843
54033,241,326,352
54039,212,171,202
54055,54,6,4
54058,685,78,60
54059,411,228,167
5406,0,0,0
54064,2,0,0
54065,0,4,7
54067,0,0,0
54069,241,141,176
5407,1,3,3
54072,120,89,136
54075,6,0,0
5408,2,0,2
54082,11,16,6
54084,20,25,1
54088,4,9,1
54089,0,0,0
5409,29,25,24
54090,0,1,0
54093,1134,797,786
54097,2,4,5
54101,26,2,0
54102,1010,5,22
54103,1275,963,682
54106,28,15,15
54107,1604,1263,1311
54108,634,192,183
5411,10073,4746,4888
54112,539,273,448
5412,7689,4370,4347
5413,18,29,14
5414,20445,6215,6058
54143,1,0,0
541465,0,0,0
541466,10,0,10
541468,312,246,207
541471,60,106,89
541473,24,17,5
54148,1477,1084,988
54149,3704,695,985
541565,183,94,96
541578,452,350,334
54165,3156,2832,2856
54187,610,639,702
5420,2133,1792,1968
54205,5872,9561,9244
54206,1431,1351,1172
54207,988,770,853
54209,324,117,101
54210,39,11,4
54212,1923,3516,2478
5422,2600,1252,1271
54221,40,37,52
5423,826,726,741
5424,223,103,116
5425,1168,541,609
5426,1094,679,749
5427,186,96,92
542767,23,6,1
5428,1322,1178,1098
5429,990,673,621
5430,5751,5258,5346
5431,6457,6049,7261
5432,1556,1229,1302
54328,674,498,530
54329,724,1138,1524
5433,1082,901,899
54331,3557,6154,9103
54332,5979,8627,10799
5434,1056,1114,1116
54344,185,78,99
54345,6,21,10
54346,0,1,1
5435,1433,1005,956
5436,573,367,448
54360,88,15,30
54361,123,85,128
54363,0,2,0
5437,563,456,366
5438,1176,664,787
54386,10307,11051,13205
5439,297,220,256
5440,1940,2427,2678
54407,6937,5272,5530
5441,478,406,464
54413,4853,2990,3256
54414,1660,1233,1373
5442,934,758,675
54429,133,71,56
5443,5,17,9
54431,8196,4636,5621
54432,650,616,574
54433,195,101,86
54434,2670,2345,2775
54435,0,0,0
54436,270,94,133
54437,516,445,380
54438,4042,7719,7680
54439,4622,3699,3619
5444,85,34,35
54440,251,92,96
54441,319,213,178
54442,669,322,371
54443,18841,3133,3883
5445,7579,3395,4453
54453,4413,1931,1945
54454,5249,2852,2758
54455,1157,969,1132
54456,143,64,141
54457,82,111,109
54458,1471,1131,1262
5446,162,60,32
54460,2700,2868,3057
54461,1088,1196,929
54462,9949,11509,12261
54463,4792,3556,3897
54464,7215,5122,4775
54465,1266,941,762
54466,45,36,27
54467,12791,7309,7799
54468,1802,1513,1468
54469,2030,1309,1385
5447,1181,725,1046
54470,486,248,271
54471,1855,1842,1837
54472,2654,4290,3899
54474,0,0,0
54475,285,300,314
54476,3894,2775,2754
54477,10184,7238,5903
54478,12,15,7
54480,838,938,882
54482,1403,592,545
54487,1946,1446,1089
5449,2,0,0
54490,0,0,0
54491,1474,684,975
54492,1306,915,1395
54494,1046,649,716
54495,4638,4608,5541
54496,1296,1151,777
54497,4770,4941,5445
54498,1655,601,588
54499,4258,3105,3328
545,4516,4159,4035
5450,46,4,7
54502,328,80,97
54503,719,535,576
54504,810,113,163
54505,3482,2501,2565
54507,277,191,107
54508,35,14,13
54509,10,18,14
5451,5224,3169,3239
54510,635,755,500
54511,1392,2033,2611
54512,228,171,248
54514,55,48,53
54516,1044,1034,1182
54517,1089,1076,1070
54518,1325,409,479
5452,368,341,279
54520,4687,2950,2854
54521,3401,2743,3119
54522,363,334,295
54529,2224,1777,2108
5453,113,84,144
54531,484,416,366
54532,5495,2382,3254
54534,1005,839,894
54535,61,1,3
54536,1668,2276,2825
54537,1112,742,736
54538,157,91,110
54539,699,688,815
5454,3366,1415,998
54540,1903,1309,1009
54541,1487,689,607
54542,4175,4084,3972
54543,2415,1941,1721
54544,0,0,0
54545,2468,2438,2499
54546,0,0,0
54549,1616,784,1225
5455,779,329,290
54550,1023,916,1475
54551,147,137,150
54552,2723,1960,2330
54553,461,289,270
54554,792,512,616
54555,674,590,621
54556,1200,1032,987
54557,4240,10473,8836
54558,2870,906,775
5456,220,64,47
54566,2803,3822,4476
54567,63,99,59
5457,87,19,18
54575,0,0,0
54576,0,0,0
54577,0,0,0
54578,0,0,0
54579,0,0,0
5458,2,0,0
54581,1277,741,578
54583,5504,4193,5024
54584,35,56,45
54585,3549,2541,2171
54586,130,34,26
54587,599,380,235
5459,4,2,2
54596,6,14,23
546,22703,20837,22589
5460,2,3,0
54600,0,0,0
54602,3142,5678,6872
54606,1154,842,745
54617,3543,2625,2318
54619,794,410,339
5462,14,3,2
54620,686,912,904
54621,836,332,326
54622,870,1492,1409
54623,3004,1461,1676
54625,5279,1973,1959
54626,0,2,4
54627,468,504,544
54629,5870,3986,5008
5463,1511,1896,1314
5464,2616,3206,3650
5465,3857,1343,1516
54657,0,0,0
54658,0,0,0
54659,0,0,0
54660,303,331,224
54661,120,153,83
54662,1133,1066,1041
54663,486,452,420
54664,6764,5557,6798
54665,2890,1811,2335
5467,1054,972,706
54674,2045,2816,3270
54675,1103,795,884
54676,797,573,508
54677,1120,814,960
5468,324,284,332
54680,2863,1659,1847
54681,1987,1695,1583
54682,659,513,476
5469,3963,2243,2198
547,35830,40978,40173
5470,7,13,7
54700,650,507,737
54704,5406,12141,10553
54707,431,289,262
54708,1289,1111,1282
5471,955,875,1018
54714,16,48,26
54715,4354,11220,8717
54716,82,73,94
54718,77,35,29
54726,3555,2357,2881
54729,0,0,0
5473,8,11,0
54732,1674,1145,1317
54733,446,157,452
54734,215,284,329
54737,7958,6166,6090
54738,0,0,0
54739,2614,1242,706
54741,2022,1253,1375
54742,17,7,11
54749,2895,5079,5705
5475,220,579,723
54751,29,43,25
54752,34,22,25
54753,1278,824,914
54754,18,28,21
54756,2318,851,1108
54757,256,220,181
54758,794,494,565
5476,1557,1169,1065
54760,239,42,52
54762,1729,1118,1233
54763,19,5,10
54764,6220,5457,5115
54765,12330,10160,10996
54766,185,2,0
54768,16398,2120,1542
54769,4763,18419,14279
54776,1643,1672,1461
54777,4072,812,662
54778,2677,2681,2895
5478,6648,8631,8978
54780,945,534,599
54784,173,166,201
54785,155,128,134
54788,1684,1408,1298
5479,1617,1026,1094
54790,6543,2889,3049
54793,1094,783,731
54795,141,177,129
54796,709,77,179
54797,155,92,167
54798,2094,2205,2789
54799,2154,1312,1269
5480,327,95,78
54800,11786,13452,9495
54801,2174,1223,1442
54802,1197,973,919
54805,1375,1325,1241
54806,9616,7900,8509
54807,729,638,609
54808,3056,2738,2791
54809,783,481,634
5481,2312,1958,2288
54810,148,197,217
54811,2778,2145,2176
54812,3346,3296,3447
54813,2482,1935,2149
54814,146,140,99
54815,1521,1050,1006
54816,7223,4496,4509
54819,634,504,487
54820,4,1,6
54821,91,90,52
54822,6015,5179,4524
54823,1530,1001,936
54825,120,114,98
54826,821,767,705
54827,38,42,39
54828,2459,2128,2103
54829,138,128,85
54830,602,19,29
54831,10,3,0
548313,0,0,0
54832,30369,21325,23245
54834,4309,3415,3482
54836,166,82,165
54838,1773,1263,1194
54839,2612,1999,1768
54840,1170,838,949
54841,772,724,693
54842,4957,5540,6302
54843,8025,10038,10347
54845,11,12,19
54847,1082,1600,1438
54848,16,20,29
54849,1760,1888,1699
54850,252,188,165
54851,584,336,441
54852,423,121,149
54853,675,488,435
54854,4,5,2
54855,117,43,68
54856,6037,3818,3214
54857,877,116,218
54858,1552,928,832
54859,707,626,526
548593,1,0,0
548596,88,251,215
54860,4,0,2
54861,1602,2433,2298
54862,1637,1389,1265
54863,46,15,22
548644,123,155,77
548645,932,462,474
54865,1287,1127,1194
54866,1,3,0
54867,807,500,427
54868,426,280,222
54869,5,15,0
54870,2848,2394,2367
54872,1796,1445,1229
54873,2033,445,729
54874,4431,2997,4092
54875,2586,801,729
54876,3720,2509,2503
54877,2123,1984,2049
54878,7264,8327,8000
54879,2066,1452,1453
54880,1679,971,784
54881,1047,852,857
54882,275,211,178
54883,0,0,1
54884,1628,967,952
54885,420,211,233
54886,4,0,2
54887,1872,1660,1503
54888,2628,2124,1822
54890,5060,3891,3789
54891,6145,3651,4056
54892,771,527,683
54893,8,104,87
54894,708,307,153
54896,334,255,232
54897,156,38,27
54898,1589,1359,1857
54899,8821,2567,2272
549,1753,1590,1568
54900,15,9,6
54901,1762,1038,925
54902,4625,5730,6256
54903,757,324,312
54904,11757,10405,10860
54905,2,3,0
54906,6113,5421,4880
54908,1472,939,887
54910,1578,803,663
54913,155,167,153
54914,5304,6597,7152
54915,1865,1479,1515
54916,1806,1351,1507
54918,1633,706,694
54919,569,203,199
54920,294,248,183
54921,517,505,418
54922,57,99,66
54923,64,48,36
54925,911,563,484
54926,3352,2730,2961
54927,1973,1626,1553
54928,7428,7248,9261
54929,180,120,160
5493,2817,1912,2212
54930,666,292,288
54931,784,881,849
54932,459,272,171
54933,532,264,188
54934,825,656,653
54935,211,100,151
54936,732,330,419
54937,5,4,23
54938,262,292,207
54939,399,241,276
5494,11313,12243,11996
54940,4610,5093,5607
54941,750,193,203
54942,877,551,566
54943,2,2,0
54944,365,446,325
54946,1402,1442,1588
54947,1887,596,656
54948,695,749,739
54949,921,548,567
5495,7134,5309,5165
54951,758,442,523
54952,822,567,537
54953,3413,2312,2244
54954,2775,1407,1781
54955,463,500,598
54956,280,217,136
54957,699,471,452
54958,111,203,223
54959,0,0,0
5496,3721,2147,2283
54960,2503,773,1122
54961,478,236,168
54962,535,265,234
54963,951,446,365
54964,149,85,70
54965,1550,1705,2032
54967,8,18,27
54968,552,734,891
54969,614,439,589
54970,1624,282,195
54971,581,340,290
54972,1297,1495,1540
54973,1857,1130,949
54974,327,162,150
54976,484,346,396
54977,755,739,830
54978,1260,840,865
54979,17,0,3
5498,584,292,281
54980,768,547,454
54981,403,757,406
54982,263,220,168
54984,367,370,351
54985,629,733,705
54986,3910,1132,1157
54987,879,748,745
54988,421,115,153
54989,5727,4809,5754
5499,1102,1043,993
54991,528,436,287
54993,590,365,365
54994,2106,1869,1696
54995,252,161,216
54996,975,995,1010
54997,230,299,330
54998,1315,1085,1236
55,122,24,25
550,1524,1157,1081
5500,20580,14872,15800
55000,9599,5328,5953
55001,84,20,22
55002,2315,1832,1885
55003,939,866,968
55004,1326,915,950
55005,799,875,834
55006,512,337,403
55007,1320,569,512
55008,1504,1351,1019
55009,119,97,49
5501,3750,2741,3017
55010,123,96,101
55011,943,995,930
550112,347,297,336
550113,2,0,0
55012,1173,923,1011
55013,364,216,298
55014,4028,3010,2974
55015,2829,2051,2115
55016,2566,1781,2280
55017,537,380,461
55018,0,0,3
5502,813,808,589
55020,511,179,174
55022,1258,1388,2161
55023,14605,8589,9612
55024,287,77,95
55025,30,6,3
55026,1274,236,383
55027,1047,739,798
55028,1921,1404,1382
55030,1946,3525,3379
55031,13070,7670,9516
55032,2133,1506,1831
55033,860,617,797
55034,47,13,16
55035,2903,1506,1682
55036,3123,400,196
55037,6128,3827,4220
55038,80,62,60
55039,1555,953,1194
5504,2601,3066,3780
55040,44,74,34
55041,5870,7992,9193
55048,401,338,293
55049,687,697,696
55051,1710,940,912
55052,2325,1691,2085
55054,2052,2515,2154
55055,360,438,444
55056,725,628,532
55057,3,1,0
5506,0,8,0
55061,1633,2006,2517
55062,576,392,308
55063,923,347,328
550631,118,53,36
55064,1451,457,508
550643,651,388,739
55065,32,33,13
55066,3193,1969,1230
55068,1437,1348,1427
55069,5387,3857,4570
5507,2430,2487,2285
55070,454,214,230
55071,305,312,400
55072,1179,923,726
55073,3,3,3
55074,9125,21448,19519
55075,4337,1334,1165
55076,61,34,31
55079,415,423,896
55080,409,166,150
55081,4243,2033,2010
55082,9019,5527,5887
55083,57,87,52
55084,4369,4586,5522
55086,1772,516,1322
55088,4339,5161,5659
55089,89,33,50
5509,176,159,123
55090,897,667,694
55092,127,140,139
55093,379,374,271
55094,1059,828,777
55095,3620,2305,1960
55096,204,158,103
551,3,12,0
5510,2956,2841,2973
55100,1609,1173,1082
55101,465,449,421
55102,7474,7365,7699
55103,2541,1367,2153
55105,2706,2452,2395
55106,284,94,109
55107,78,144,89
55108,3585,3233,3459
55109,3899,3747,4128
5511,1717,1017,1137
55110,659,511,508
55111,304,312,255
55112,6280,3193,2365
55113,152,76,95
55114,1465,680,706
55116,304,254,199
55117,3651,4097,6375
55118,247,363,197
55119,3530,1530,1665
55120,2148,767,1101
55122,952,979,1112
55124,243,144,83
55125,7640,4828,4182
55127,2829,1855,1818
55128,689,444,539
55129,1150,1115,1304
55130,3729,110,151
55131,2978,1862,1479
55132,3525,3663,3589
55133,1362,706,685
55135,241,93,63
55137,1420,1063,885
55138,511,436,197
55139,2755,1353,1014
5514,0,0,0
55140,2961,2859,2612
55142,1043,845,995
55143,75,77,46
55144,3734,1725,2178
55145,593,403,408
55146,908,684,760
55147,3419,1760,2131
55148,4,10,2
55149,2021,2636,2147
5515,6132,8267,8475
55150,38,34,17
55151,906,386,424
55152,512,230,231
55153,3156,3608,3444
55154,164,105,111
55156,2452,2308,2588
55157,749,574,644
55159,792,422,515
5516,8025,4990,5525
55160,1264,1097,843
55161,4575,4104,4922
55163,1861,1620,1421
55164,833,467,519
55165,1,4,4
55166,506,203,290
55167,3103,2109,2069
55168,492,452,459
55170,380,306,386
55171,793,570,492
55172,548,369,371
55173,1497,1484,1546
55174,2845,2466,2138
55175,3714,3982,4851
55176,1537,1649,1778
55177,2393,1538,1741
55178,358,361,446
55179,1007,414,398
5518,3480,4255,4080
55180,650,512,476
55181,769,592,661
55182,4994,3055,2812
55183,12790,9032,9470
55184,1342,597,610
55186,4896,4263,4548
55187,18302,17059,16117
55188,3198,2248,2486
5519,3111,1661,1531
55190,1058,1241,2458
55191,1035,576,395
55192,615,477,404
55193,6952,3921,3796
55194,53,47,36
55195,56,22,24
55196,4521,2958,2899
55197,7743,8354,9611
55198,4737,2442,2363
55199,186,145,80
552,30,108,82
5520,4352,3399,3634
55200,6,3,5
55201,499,562,504
55203,406,1292,1000
55204,1565,905,1087
55205,8498,5292,4791
55206,9208,10251,9845
55207,4943,5801,6852
55208,806,1109,790
55209,9095,6689,5462
5521,5857,6050,6595
55210,332,254,241
55211,31,5,0
55212,3300,3385,3772
55213,3284,2186,2207
55214,648,243,196
55215,425,361,254
55216,2015,1561,1666
55217,677,576,567
55218,2609,1813,1951
55219,2550,2423,2343
5522,6023,8505,8244
55220,336,161,243
55222,568,821,637
55223,657,326,285
55224,232,200,230
55225,2635,1508,2158
55226,2970,2285,2049
55227,1472,518,463
55228,7173,9540,12133
55229,16,38,10
5523,2906,1700,1743
55230,4247,1996,1654
55231,46,55,33
55233,2884,1154,1399
55234,5775,3890,4171
55236,5740,3867,4603
55237,2,0,0
55238,606,609,614
55239,1898,1351,1544
5524,2922,3728,3773
55240,428,84,69
55243,235,273,195
55244,182,193,108
55245,1952,1946,1838
55246,3777,4049,3929
55247,4,4,6
55248,1120,417,590
55249,4390,3110,3448
5525,2010,1536,1671
55250,3056,2656,2519
55251,1107,877,1118
55252,8284,4144,4351
55253,1288,786,768
55254,1030,515,504
55255,3212,3080,3028
55256,881,488,410
55257,392,324,334
55258,1047,278,242
55259,3921,603,668
5526,1883,2489,2034
55260,130,103,83
55262,424,433,428
55266,1763,1465,1893
55267,42,75,38
55268,3119,1316,833
55269,4722,4208,4112
5527,5455,6874,6927
55270,375,495,458
55272,776,790,763
55273,282,148,153
55274,1761,780,992
55275,6007,6612,6693
55276,810,555,524
55277,1044,522,488
55278,1151,869,674
55279,1445,1282,1486
5528,1926,2594,2668
55280,971,703,881
55281,359,185,151
55282,121,23,48
55283,20,16,139
55284,3274,4421,4717
55285,3081,1966,1720
552853,14,11,0
552859,2,2,1
55286,239,113,90
552860,36,46,39
55287,0,2,0
55288,3682,3704,3964
552889,9542,9397,9354
55289,98,83,59
552891,0,0,0
5529,2757,3362,3930
55290,281,341,390
552900,168,95,98
55291,8092,5240,5127
55293,1845,1135,1226
55294,9784,19776,20177
55295,417,345,337
55296,1308,924,1009
55297,3578,3165,3497
55298,804,680,689
55299,934,765,707
553,2,0,2
5530,14627,29167,23174
55300,572,302,397
55301,22,21,5
55303,1010,514,449
55304,333,108,117
55308,1360,1099,1063
5531,309,199,213
553103,216,178,145
55311,771,477,407
553115,814,896,855
55312,1671,2270,3367
55313,940,527,485
55314,14524,3426,4036
55315,192,122,113
553158,0,0,0
55316,1095,807,858
55317,243,206,236
55319,498,391,392
5532,5955,11625,11179
55320,1331,860,951
55321,217,325,315
55322,1733,2455,2232
55323,2842,2155,2089
55324,2084,2069,1997
55325,1246,1192,1021
55326,6172,2793,3167
55327,4803,4830,5190
55328,2018,461,383
55329,4049,371,416
5533,1152,1168,1008
55330,92,55,87
55331,3494,2317,2439
55332,213,83,90
55333,4830,3305,3585
55334,3144,2878,3210
55335,512,424,651
55336,7,10,7
55337,700,646,549
55338,16,17,10
55339,3955,3264,3263
5534,8088,16666,15886
55340,1,4,1
55341,1973,1576,1527
55342,5305,6619,5250
55343,179,169,131
55344,29,15,10
55345,1930,1341,1185
55346,2391,3540,3726
55347,2149,1560,2119
55349,945,548,564
5535,79,124,153
55350,1,0,0
55351,249,138,190
