Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
546,32788,26366,18408,17301,22703,20837,22589,23267,20645,18492,19375
5460,0,0,0,0,2,3,0,1,0,0,1
54600,0,0,0,0,0,0,0,0,0,0,0
54602,10958,3932,5510,2919,3142,5678,6872,4627,4496,3829,3184
54606,1098,931,664,549,1154,842,745,823,594,516,686
54617,3001,3046,1834,2244,3543,2625,2318,3301,2713,2423,2043
54619,603,614,416,312,794,410,339,608,456,297,506
5462,2,5,5,2,14,3,2,15,6,4,2
54620,622,556,448,573,686,912,904,852,939,809,330
54621,653,543,337,295,836,332,326,513,366,277,399
54622,1489,1112,1033,743,870,1492,1409,1009,1000,894,594
54623,2407,2012,1405,1086,3004,1461,1676,1552,1410,1031,1274
54625,3701,3373,1966,1555,5279,1973,1959,2965,2154,1780,2612
54626,1,2,3,0,0,2,4,0,4,3,2
54627,431,315,346,263,468,504,544,387,351,282,447
54629,8791,6681,3624,3163,5870,3986,5008,6137,4215,3528,4683
5463,1332,1365,944,1054,1511,1896,1314,1651,1584,1284,888
5464,4936,3687,2438,1770,2616,3206,3650,3212,1841,2291,2484
5465,3007,2993,1358,1390,3857,1343,1516,2261,2036,1246,2199
54657,0,0,0,0,0,0,0,0,0,0,0
54658,0,0,0,0,0,0,0,0,0,0,0
54659,0,0,0,0,0,0,0,0,0,0,0
54660,144,260,196,228,303,331,224,314,376,266,226
54661,98,124,97,139,120,153,83,150,148,68,97
54662,1006,1054,628,704,1133,1066,1041,1161,1309,738,706
54663,570,532,318,370,486,452,420,457,359,350,312
54664,11773,7418,5738,3562,6764,5557,6798,5863,4633,3917,5761
54665,3677,2635,2137,1547,2890,1811,2335,2381,1997,1701,2220
5467,678,845,508,586,1054,972,706,1019,1053,689,560
54674,4290,3144,2980,1848,2045,2816,3270,2319,2179,1669,3948
54675,1285,908,829,527,1103,795,884,860,669,630,942
54676,689,539,352,470,797,573,508,740,627,439,374
54677,1107,1037,783,652,1120,814,960,821,770,659,796
5468,342,237,205,172,324,284,332,314,230,266,255
54680,3164,2596,1561,1127,2863,1659,1847,2340,1839,1236,1691
54681,1522,1463,1016,1053,1987,1695,1583,1521,1263,1066,1177
54682,651,489,465,308,659,513,476,392,399,265,390
5469,3460,2839,2092,1732,3963,2243,2198,2598,2402,1701,2315
547,36209,34272,25750,26842,35830,40978,40173,41244,44322,27464,22045
5470,4,6,0,2,7,13,7,16,17,6,14
54700,1460,1168,774,464,650,507,737,603,524,716,608
54704,15209,5936,9723,5039,5406,12141,10553,8032,6773,6967,5902
54707,337,285,211,183,431,289,262,268,250,193,214
54708,1584,1444,1088,875,1289,1111,1282,1398,1271,799,1161
5471,1449,1006,904,666,955,875,1018,958,781,580,740
54714,24,58,11,15,16,48,26,32,17,25,28
54715,7761,4682,6485,4664,4354,11220,8717,6763,6138,6864,5774
54716,83,42,32,46,82,73,94,91,63,45,40
54718,65,80,28,34,77,35,29,52,49,12,35
54726,3666,3457,2636,2020,3555,2357,2881,3074,2647,1945,2885
54729,0,0,0,0,0,0,0,0,0,0,0
5473,0,7,4,2,8,11,0,6,12,0,4
54732,1831,1546,1020,816,1674,1145,1317,1244,868,938,991
54733,610,421,205,290,446,157,452,327,265,186,283
54734,503,331,202,223,215,284,329,382,179,299,218
54737,7973,7990,4727,5526,7958,6166,6090,8687,6728,5947,4879
54738,0,0,1,0,0,0,0,0,0,0,0
54739,1029,1304,844,1061,2614,1242,706,1808,1177,1370,1131
54741,2292,1706,1132,783,2022,1253,1375,2026,1334,802,1449
54742,11,20,0,4,17,7,11,9,1,1,6
54749,5889,4347,3015,1825,2895,5079,5705,3258,1996,2128,1984
5475,895,363,549,449,220,579,723,414,449,415,122
54751,19,29,12,39,29,43,25,33,40,38,20
54752,25,15,19,22,34,22,25,27,46,7,10
54753,1025,1089,674,740,1278,824,914,1058,1006,715,740
54754,6,22,11,7,18,28,21,26,12,2,13
54756,2658,2179,1290,913,2318,851,1108,1715,1521,968,1631
54757,154,282,152,160,256,220,181,268,203,101,198
54758,618,629,367,525,794,494,565,800,594,585,363
5476,1408,1234,792,738,1557,1169,1065,1227,858,623,831
54760,59,74,78,35,239,42,52,75,79,49,45
54762,2019,1732,1089,1152,1729,1118,1233,2066,1638,984,1547
54763,14,8,5,1,19,5,10,15,9,9,4
54764,7461,5471,4337,3624,6220,5457,5115,5315,4647,3966,3969
54765,15403,10759,8320,7384,12330,10160,10996,10907,8357,6889,8472
54766,18,22,67,0,185,2,0,6,6,0,24
54768,3751,4793,5582,2802,16398,2120,1542,3167,2994,2059,3075
54769,24385,8092,11524,6497,4763,18419,14279,12061,10116,8273,4830
54776,1325,1486,1113,1434,1643,1672,1461,2326,1841,1563,841
54777,773,1351,1551,1180,4072,812,662,1799,1546,1231,863
54778,3460,2988,2260,2039,2677,2681,2895,3303,2527,2318,2170
5478,12245,8986,6315,6543,6648,8631,8978,7760,4937,6543,5530
54780,1079,773,555,428,945,534,599,711,500,392,597
54784,212,187,158,127,173,166,201,217,167,127,133
54785,140,123,79,66,155,128,134,116,75,80,78
54788,2018,1638,989,875,1684,1408,1298,1481,1173,876,1123
5479,2326,1547,1013,835,1617,1026,1094,1136,838,697,1009
54790,5091,4692,3016,2825,6543,2889,3049,4427,3543,2813,3884
54793,1186,1230,723,440,1094,783,731,881,683,466,632
54795,134,207,108,142,141,177,129,163,151,118,97
54796,405,386,181,158,709,77,179,265,86,111,336
54797,231,106,139,74,155,92,167,137,109,70,134
54798,3905,2544,1959,2579,2094,2205,2789,2802,3035,1160,2962
54799,2349,1740,1168,1024,2154,1312,1269,1683,1451,892,1472
5480,133,151,90,83,327,95,78,113,101,56,87
54800,15993,11994,6897,7419,11786,13452,9495,12901,13186,9060,9627
54801,2665,1909,1276,977,2174,1223,1442,1603,1279,978,1452
54802,768,1021,796,647,1197,973,919,987,875,735,774
54805,1193,1352,926,983,1375,1325,1241,1505,1216,904,951
54806,8075,13674,7204,11940,9616,7900,8509,13021,12351,10403,8935
54807,564,664,385,498,729,638,609,804,648,371,499
54808,3320,3084,1953,2158,3056,2738,2791,3178,2371,2363,2149
54809,1172,715,523,541,783,481,634,804,303,497,480
5481,3689,2282,1854,1301,2312,1958,2288,2038,1472,1884,1756
54810,206,206,145,119,148,197,217,244,190,182,142
54811,3135,2690,1844,1776,2778,2145,2176,3052,2203,1872,1971
54812,4932,3394,2677,1960,3346,3296,3447,3105,2318,2618,3022
54813,3886,2889,1905,1472,2482,1935,2149,2238,1791,1349,1985
54814,126,145,82,119,146,140,99,162,138,91,79
54815,1078,1170,642,520,1521,1050,1006,1167,1205,735,976
54816,7105,5749,3893,3426,7223,4496,4509,5713,4017,3646,4710
54819,826,498,427,348,634,504,487,664,388,460,486
54820,8,4,0,0,4,1,6,7,0,1,2
54821,111,82,72,37,91,90,52,95,71,55,65
54822,5844,5374,3931,3544,6015,5179,4524,6379,4800,4144,4506
54823,1667,1498,823,963,1530,1001,936,1512,1009,887,932
54825,52,139,58,172,120,114,98,204,196,100,67
54826,1279,923,540,524,821,767,705,881,602,688,716
54827,64,61,27,30,38,42,39,54,61,21,29
54828,2717,2324,1528,1323,2459,2128,2103,2063,1673,1457,1466
54829,126,130,83,47,138,128,85,94,101,64,164
54830,181,143,161,32,602,19,29,58,18,7,103
54831,2,4,0,3,10,3,0,4,7,3,2
548313,0,0,0,0,0,0,0,0,0,0,0
54832,36665,30006,20534,17942,30369,21325,23245,26545,21625,17578,23097
54834,5008,4708,2980,2481,4309,3415,3482,4201,3342,3022,3275
54836,170,130,169,102,166,82,165,115,72,86,297
54838,1436,1598,807,859,1773,1263,1194,1335,1259,830,1192
54839,2558,2694,1851,1618,2612,1999,1768,2160,1611,1701,2120
54840,1275,964,664,646,1170,838,949,936,758,753,729
54841,829,741,644,431,772,724,693,622,602,445,665
54842,9511,6584,4337,3132,4957,5540,6302,4258,4006,2971,3560
54843,11069,5181,6375,6306,8025,10038,10347,12193,11870,10322,2978
54845,14,15,12,24,11,12,19,12,24,13,10
54847,1317,1356,774,795,1082,1600,1438,1162,1086,948,511
54848,18,22,22,15,16,20,29,18,29,9,21
54849,1868,2000,1119,1562,1760,1888,1699,2455,1962,1602,1184
54850,153,190,106,98,252,188,165,232,180,133,109
54851,710,368,451,268,584,336,441,427,323,306,429
54852,185,212,215,107,423,121,149,131,81,112,138
54853,496,449,289,295,675,488,435,548,533,309,286
54854,2,8,1,6,4,5,2,8,4,7,7
54855,86,110,52,53,117,43,68,72,59,49,57
54856,4017,4699,2834,3406,6037,3818,3214,5124,4667,4103,2959
54857,556,485,236,182,877,116,218,224,211,102,297
54858,1591,1413,610,815,1552,928,832,1371,1148,729,995
54859,793,721,430,534,707,626,526,665,470,362,476
548593,1,0,0,0,1,0,0,0,0,0,0
548596,141,122,122,89,88,251,215,133,149,133,66
54860,3,0,0,2,4,0,2,2,1,2,1
54861,2767,2625,1785,1455,1602,2433,2298,2279,1860,1804,1664
54862,839,1060,662,1382,1637,1389,1265,1969,1777,1142,712
54863,22,20,13,16,46,15,22,38,2,6,29
548644,91,69,42,118,123,155,77,113,107,57,76
548645,750,721,577,441,932,462,474,676,443,405,502
54865,1254,1119,867,906,1287,1127,1194,1326,1189,916,679
54866,3,2,1,2,1,3,0,9,1,5,1
54867,524,676,415,346,807,500,427,637,539,322,387
54868,391,385,184,201,426,280,222,342,304,228,260
54869,10,12,4,10,5,15,0,12,14,5,6
54870,2925,2445,1885,1555,2848,2394,2367,2116,2107,1751,1818
54872,1302,1452,936,1006,1796,1445,1229,1518,1361,826,1024
54873,960,1064,891,974,2033,445,729,878,922,764,840
54874,6474,5941,3631,3825,4431,2997,4092,5720,4255,3297,4284
54875,1761,1678,1001,837,2586,801,729,1317,1016,1008,1436
54876,3510,2978,1986,1675,3720,2509,2503,2601,2248,1487,2209
54877,2377,2440,1727,1703,2123,1984,2049,2547,2280,1680,1739
54878,11067,8396,6228,5337,7264,8327,8000,7955,6550,6110,6051
54879,2093,1888,1231,1222,2066,1452,1453,1894,1366,1272,1359
54880,1430,1258,747,965,1679,971,784,1203,1137,864,902
54881,1271,1179,792,605,1047,852,857,853,687,553,868
54882,275,229,164,121,275,211,178,226,202,108,199
54883,0,3,2,0,0,0,1,1,4,0,1
54884,1661,1250,784,694,1628,967,952,1101,930,558,981
54885,488,263,200,148,420,211,233,306,182,137,367
54886,18,6,9,2,4,0,2,4,12,2,6
54887,1682,2075,1239,1257,1872,1660,1503,1787,1637,1211,1431
54888,3113,2591,2139,1858,2628,2124,1822,3014,1989,1335,1905
54890,4900,3633,2523,2179,5060,3891,3789,3603,3037,2993,3107
54891,6246,5587,3779,2865,6145,3651,4056,4933,4218,2646,4757
54892,1171,818,460,442,771,527,683,782,619,371,581
54893,704,437,199,67,8,104,87,101,195,58,105
54894,227,185,300,112,708,307,153,421,275,252,188
54896,208,248,143,186,334,255,232,306,251,169,172
54897,42,133,65,29,156,38,27,111,59,52,88
54898,2669,2123,1360,1355,1589,1359,1857,2395,2176,1044,1571
54899,7053,5582,1998,1464,8821,2567,2272,4197,2778,1408,3119
549,2017,2106,1309,1083,1753,1590,1568,1558,1176,1095,1469
54900,17,14,9,11,15,9,6,13,12,2,11
54901,1853,1497,844,990,1762,1038,925,1530,1105,1061,1013
54902,7366,6690,4832,3650,4625,5730,6256,5686,4735,3215,4679
54903,447,402,305,262,757,324,312,458,333,299,352
54904,12951,12537,8325,8021,11757,10405,10860,11895,10154,8701,8847
54905,0,1,0,1,2,3,0,4,1,0,0
54906,6874,6395,4189,4077,6113,5421,4880,5775,4833,4054,5330
54908,1817,1376,673,696,1472,939,887,1249,928,797,723
54910,1252,941,506,489,1578,803,663,861,760,365,572
54913,211,255,105,121,155,167,153,186,131,181,211
54914,7260,7340,4364,4633,5304,6597,7152,7497,5535,5310,5624
54915,2001,1662,1130,1067,1865,1479,1515,1592,1336,1015,1262
54916,2096,1656,1213,1040,1806,1351,1507,1734,1465,1188,1298
54918,1487,940,855,604,1633,706,694,917,621,612,797
54919,254,325,201,134,569,203,199,233,202,134,225
54920,289,303,141,225,294,248,183,306,207,177,175
54921,489,425,368,308,517,505,418,537,452,423,390
54922,27,48,40,43,57,99,66,57,50,62,40
54923,40,38,35,28,64,48,36,69,58,38,42
54925,857,800,465,424,911,563,484,647,507,325,566
54926,4140,3412,2531,2075,3352,2730,2961,2874,2839,2210,2742
54927,2501,2011,1389,1213,1973,1626,1553,1729,1165,1312,1340
54928,13981,8976,6346,4497,7428,7248,9261,7284,5795,4467,6716
54929,126,130,80,103,180,120,160,125,117,96,83
5493,1802,1366,992,1326,2817,1912,2212,2040,1927,1218,406
54930,594,468,316,285,666,292,288,492,268,173,486
54931,1437,967,684,602,784,881,849,879,584,662,814
54932,192,248,173,273,459,272,171,376,382,229,143
54933,739,529,188,141,532,264,188,361,320,111,253
54934,998,831,472,483,825,656,653,761,506,474,541
54935,222,129,97,117,211,100,151,111,57,80,98
54936,782,591,393,255,732,330,419,427,303,230,427
54937,21,8,9,9,5,4,23,14,27,10,11
54938,188,228,140,139,262,292,207,235,207,133,110
54939,402,300,185,173,399,241,276,347,221,168,250
5494,16809,11470,8955,6435,11313,12243,11996,11503,8709,8351,8890
54940,8548,5938,5035,3001,4610,5093,5607,4316,3495,3532,4500
54941,843,474,210,144,750,193,203,353,222,147,348
54942,676,650,500,355,877,551,566,520,429,323,586
54943,0,0,0,2,2,2,0,1,2,0,0
54944,359,335,267,220,365,446,325,362,459,355,177
54946,1627,1269,958,975,1402,1442,1588,1155,1121,934,902
54947,1855,868,759,522,1887,596,656,1192,226,417,1008
54948,1273,606,550,642,695,749,739,756,593,572,539
54949,764,750,420,407,921,548,567,614,584,465,397
5495,7817,6387,4593,3883,7134,5309,5165,7177,5533,4301,4749
54951,884,678,562,364,758,442,523,459,380,460,539
54952,779,709,410,365,822,567,537,568,586,381,412
54953,3381,3122,2057,2163,3413,2312,2244,2898,2749,1965,2507
54954,2518,2789,1593,1417,2775,1407,1781,2338,1979,1379,1898
54955,892,511,487,310,463,500,598,458,366,358,483
54956,214,214,140,126,280,217,136,301,228,152,168
54957,853,534,330,297,699,471,452,624,397,426,554
54958,151,103,81,138,111,203,223,179,126,122,69
54959,0,2,0,2,0,0,0,0,0,0,0
5496,3560,2489,2017,1536,3721,2147,2283,2349,1818,1560,1779
54960,1738,1372,876,761,2503,773,1122,965,1117,563,1210
54961,390,308,152,143,478,236,168,308,254,166,146
54962,445,366,323,357,535,265,234,310,405,246,333
54963,552,563,226,380,951,446,365,742,610,382,395
54964,156,152,73,71,149,85,70,116,81,49,88
54965,2179,1650,1229,1178,1550,1705,2032,1609,1218,1244,1401
54967,13,21,14,21,8,18,27,8,17,15,7
54968,1176,665,685,484,552,734,891,657,490,554,482
54969,983,708,506,423,614,439,589,506,325,456,459
54970,927,701,383,305,1624,282,195,756,436,277,390
54971,473,550,242,290,581,340,290,526,378,296,299
54972,1335,1129,884,891,1297,1495,1540,1297,1308,997,788
54973,995,1026,635,813,1857,1130,949,1314,1066,873,804
54974,244,175,115,132,327,162,150,193,151,129,174
54976,290,357,350,248,484,346,396,398,281,186,530
54977,1008,997,697,493,755,739,830,743,602,588,703
54978,1222,1110,725,598,1260,840,865,897,846,490,700
54979,9,0,0,3,17,0,3,7,2,3,4
5498,380,312,280,184,584,292,281,301,303,243,275
54980,856,709,419,431,768,547,454,659,436,374,501
54981,918,738,439,399,403,757,406,648,544,567,280
54982,170,168,141,135,263,220,168,170,212,127,125
54984,427,393,247,255,367,370,351,464,322,330,288
54985,782,667,539,627,629,733,705,703,472,549,615
54986,1402,1612,1760,1180,3910,1132,1157,1396,1108,1187,1303
54987,1038,687,505,451,879,748,745,799,555,576,572
54988,350,319,133,124,421,115,153,265,114,109,242
54989,7982,5440,4463,3575,5727,4809,5754,5733,4448,4192,5165
5499,1244,790,645,554,1102,1043,993,973,684,674,819
54991,277,396,227,371,528,436,287,614,637,358,269
54993,477,494,290,312,590,365,365,482,366,256,370
54994,2342,1900,1422,1199,2106,1869,1696,1928,1776,1164,1551
54995,278,219,165,127,252,161,216,185,178,152,193
54996,1039,1065,868,716,975,995,1010,1022,926,637,851
54997,241,124,160,204,230,299,330,270,189,242,259
54998,1063,1160,623,969,1315,1085,1236,1283,1020,832,744
55,73,43,39,22,122,24,25,33,7,29,30
550,1427,1229,832,639,1524,1157,1081,1197,851,694,942
5500,26306,17319,15785,11031,20580,14872,15800,16405,12827,12633,16597
55000,9819,8619,5486,5438,9599,5328,5953,7620,6730,4262,6626
55001,23,28,52,34,84,20,22,34,33,14,79
55002,2385,2231,1294,1321,2315,1832,1885,2233,1997,1472,1416
55003,1417,1118,768,736,939,866,968,929,709,758,819
55004,1279,1079,629,642,1326,915,950,986,832,716,794
55005,1378,978,681,557,799,875,834,875,531,752,729
55006,453,502,302,318,512,337,403,461,380,316,385
55007,661,967,1488,407,1320,569,512,1452,557,1019,1177
55008,1611,1222,1022,651,1504,1351,1019,942,873,842,713
55009,54,48,46,39,119,97,49,59,38,34,48
5501,4814,3477,2279,1864,3750,2741,3017,3168,2492,2175,3001
55010,118,108,79,53,123,96,101,76,48,59,58
55011,1023,824,599,665,943,995,930,931,652,742,525
550112,429,455,175,246,347,297,336,404,321,260,251
550113,1,2,1,3,2,0,0,3,1,1,0
55012,1360,1166,705,768,1173,923,1011,1182,854,849,815
55013,398,282,168,187,364,216,298,194,120,167,222
55014,4407,3826,2468,2076,4028,3010,2974,3207,2899,2184,2865
55015,3342,3005,1975,1892,2829,2051,2115,2712,2016,1681,2195
55016,3762,2387,1768,1300,2566,1781,2280,2022,1450,1204,1531
55017,608,500,380,213,537,380,461,416,240,364,332
55018,0,0,0,0,0,0,3,1,2,0,0
5502,847,622,720,479,813,808,589,686,699,506,807
55020,411,600,200,180,511,179,174,311,236,167,234
55022,2306,1576,1344,1484,1258,1388,2161,1896,1707,1528,1081
55023,17103,14087,7965,7735,14605,8589,9612,11954,9195,7253,10739
55024,230,128,95,59,287,77,95,121,74,72,61
55025,0,15,18,7,30,6,3,17,16,9,6
55026,1031,1470,504,312,1274,236,383,425,366,209,949
55027,1157,832,588,702,1047,739,798,1098,883,760,849
55028,1921,1674,1041,1128,1921,1404,1382,1840,1567,1102,1280
55030,3385,2115,2720,1886,1946,3525,3379,2041,1898,2225,1710
55031,18364,12896,8495,6236,13070,7670,9516,9793,7780,6089,10169
55032,4124,2287,1590,978,2133,1506,1831,1605,970,963,1928
55033,1084,1044,607,595,860,617,797,908,763,463,833
55034,8,46,14,13,47,13,16,25,17,15,31
55035,2735,2559,1527,1469,2903,1506,1682,2193,1581,1483,1814
55036,629,760,892,354,3123,400,196,537,415,325,683
55037,6301,5490,3283,2852,6128,3827,4220,4419,3786,2935,4213
55038,106,64,32,50,80,62,60,79,64,36,59
55039,1500,1319,1044,801,1555,953,1194,1176,1051,845,792
5504,4442,3355,2713,2396,2601,3066,3780,2725,2101,2471,2873
55040,34,85,29,21,44,74,34,43,50,17,27
55041,10681,7695,5625,4749,5870,7992,9193,7482,5215,5823,5721
55048,433,316,195,240,401,338,293,423,336,206,198
55049,536,448,237,389,687,697,696,532,456,402,444
55051,1469,1396,871,845,1710,940,912,1195,883,782,1016
55052,3252,2427,1560,1783,2325,1691,2085,2342,1500,1621,1702
55054,2983,2302,1724,1638,2052,2515,2154,2736,2111,1698,1749
55055,699,357,498,354,360,438,444,366,322,307,326
55056,729,772,565,503,725,628,532,662,638,474,758
55057,2,2,0,2,3,1,0,0,2,0,0
5506,2,0,0,0,0,8,0,2,4,0,2
55061,1900,2277,1543,1622,1633,2006,2517,2227,1941,1397,2326
55062,439,486,266,284,576,392,308,604,347,295,295
55063,701,610,407,240,923,347,328,403,337,264,302
550631,35,49,43,49,118,53,36,47,53,31,43
55064,608,787,827,635,1451,457,508,683,525,422,748
550643,857,738,541,463,651,388,739,524,377,478,513
55065,8,31,12,19,32,33,13,34,23,22,6
55066,1700,2780,1513,1904,3193,1969,1230,3113,2435,1841,1995
55068,1701,1636,955,1250,1437,1348,1427,1842,1600,1362,1435
55069,5893,4417,3569,2280,5387,3857,4570,3979,3073,2174,4060
5507,3698,3228,1936,1685,2430,2487,2285,4168,3162,2991,2608
55070,349,283,243,177,454,214,230,289,206,170,226
55071,537,399,326,237,305,312,400,347,255,284,232
55072,867,821,506,630,1179,923,726,936,775,543,590
55073,2,5,0,0,3,3,3,0,7,0,0
55074,22655,13045,12989,10011,9125,21448,19519,13702,10574,13721,5720
55075,3126,3231,1402,1291,4337,1334,1165,1898,1695,1072,1693
55076,114,61,68,14,61,34,31,33,30,29,107
55079,1027,725,521,590,415,423,896,751,641,322,275
55080,187,281,155,93,409,166,150,247,201,117,183
55081,4079,2322,2144,1395,4243,2033,2010,1876,1810,1655,1685
55082,7902,6316,4670,5125,9019,5527,5887,8325,5664,4857,4746
55083,63,102,40,76,57,87,52,85,109,89,58
55084,5425,5646,4081,4971,4369,4586,5522,6521,6855,5569,3493
55086,1944,1974,1195,679,1772,516,1322,1077,678,489,2208
55088,7648,5647,3989,4178,4339,5161,5659,5485,4783,4680,4065
55089,53,85,65,34,89,33,50,49,71,32,68
5509,214,215,101,95,176,159,123,235,127,92,127
55090,980,695,560,444,897,667,694,693,617,481,601
55092,135,133,67,75,127,140,139,152,145,137,112
55093,430,374,246,172,379,374,271,358,186,206,189
55094,1033,929,592,724,1059,828,777,998,816,782,612
55095,1901,2607,1365,1432,3620,2305,1960,2705,2774,1625,1667
55096,151,261,117,95,204,158,103,181,131,72,104
551,0,206,0,0,3,12,0,7,2,0,4
5510,3699,2493,2465,1945,2956,2841,2973,2816,1916,2184,2693
55100,1564,1452,842,1057,1609,1173,1082,1463,1124,970,1066
55101,468,497,270,312,465,449,421,488,381,334,242
55102,9309,7967,5811,4318,7474,7365,7699,6720,5611,4380,6517
55103,2950,2465,2291,1633,2541,1367,2153,2212,1884,1355,2547
55105,2997,2607,1966,1769,2706,2452,2395,2356,2077,1973,1994
55106,285,243,98,92,284,94,109,167,63,107,147
55107,147,204,87,106,78,144,89,181,135,87,42
55108,4725,3615,2406,2448,3585,3233,3459,3562,3128,2529,2582
55109,6369,4516,3367,2908,3899,3747,4128,4106,2869,3347,3267
5511,2167,1457,940,824,1717,1017,1137,1220,873,802,1252
55110,706,627,442,366,659,511,508,624,488,449,505
55111,327,209,170,222,304,312,255,353,194,204,149
55112,2734,3583,2919,3346,6280,3193,2365,4693,3823,3381,2554
55113,114,118,75,63,152,76,95,107,115,59,117
55114,852,963,488,636,1465,680,706,1115,966,700,760
55116,211,275,222,229,304,254,199,328,271,142,194
55117,8755,5766,4337,3322,3651,4097,6375,3808,2877,2665,3084
55118,263,275,200,154,247,363,197,321,223,210,159
55119,2665,2398,1428,1370,3530,1530,1665,2453,2091,1541,1926
55120,2412,1614,857,625,2148,767,1101,1321,1022,645,1243
55122,1065,1148,863,769,952,979,1112,1124,833,789,857
55124,231,262,171,78,243,144,83,157,138,223,90
55125,6083,5665,3837,4094,7640,4828,4182,6511,4668,4319,4580
55127,3194,2785,1858,1458,2829,1855,1818,2156,1728,1466,1981
55128,710,589,347,386,689,444,539,619,467,323,545
55129,1647,1535,906,891,1150,1115,1304,1542,1187,1078,988
55130,659,500,955,111,3729,110,151,192,102,106,543
55131,2559,2434,1434,1658,2978,1862,1479,2384,2023,1531,1509
55132,3225,3460,2688,2989,3525,3663,3589,4389,3499,3868,2803
55133,1359,1312,590,620,1362,706,685,927,787,574,783
55135,86,60,86,33,241,93,63,93,48,47,72
55137,1355,1162,744,562,1420,1063,885,1240,988,678,860
55138,215,316,192,266,511,436,197,603,434,361,269
55139,1526,1812,1023,1228,2755,1353,1014,2246,1652,1135,1122
5514,6,0,0,0,0,0,0,2,0,2,2
55140,3791,2890,2437,1744,2961,2859,2612,2624,2079,2025,2142
55142,1172,844,647,537,1043,845,995,850,666,605,566
55143,84,126,46,60,75,77,46,90,132,46,84
55144,5166,3322,1706,1188,3734,1725,2178,2084,1354,1093,2156
